sentence,label,answer
Email needs to be verified,VERIFY_EMAIL,Simple ways to *VERIFY_EMAIL*
Verify email ID,VERIFY_EMAIL,Simple ways to *VERIFY_EMAIL*
Email not verified,VERIFY_EMAIL,Simple ways to *VERIFY_EMAIL*
Email verification,VERIFY_EMAIL,Simple ways to *VERIFY_EMAIL*
Send email verification link,VERIFY_EMAIL,Simple ways to *VERIFY_EMAIL*
Verify my email,VERIFY_EMAIL,Simple ways to *VERIFY_EMAIL*
I want to verify email,VERIFY_EMAIL,Simple ways to *VERIFY_EMAIL*
Let me verify email,VERIFY_EMAIL,Simple ways to *VERIFY_EMAIL*
Verify PAN Card,VERIFY_PAN,It is very easy to *VERIFY_PAN*
How to verify my PAN Card?,VERIFY_PAN,It is very easy to *VERIFY_PAN*
Pan card verification,VERIFY_PAN,It is very easy to *VERIFY_PAN*
What's the process to verify PAN card,VERIFY_PAN,It is very easy to *VERIFY_PAN*
Verify my PAN card,VERIFY_PAN,It is very easy to *VERIFY_PAN*
How do I verify my PAN,VERIFY_PAN,It is very easy to *VERIFY_PAN*
Process for PAN card verification,VERIFY_PAN,It is very easy to *VERIFY_PAN*
How to verify my mobile number,VERIFY_MOBILE,This is how you should *VERIFY_MOBILE*
Verify Mobile Number,VERIFY_MOBILE,This is how you should *VERIFY_MOBILE*
How should I verify my mobile number,VERIFY_MOBILE,This is how you should *VERIFY_MOBILE*
Mobile number verification,VERIFY_MOBILE,This is how you should *VERIFY_MOBILE*
How do I verify mobile number,VERIFY_MOBILE,This is how you should *VERIFY_MOBILE*
What is the process to verify my mobile,VERIFY_MOBILE,This is how you should *VERIFY_MOBILE*
Want to verify mobile number,VERIFY_MOBILE,This is how you should *VERIFY_MOBILE*
What should I do to verify my mobile number,VERIFY_MOBILE,This is how you should *VERIFY_MOBILE*
Need to verify my mobile number,VERIFY_MOBILE,This is how you should *VERIFY_MOBILE*
Account reset,ACCOUNT_RESET,Follow these steps which would lead to *ACCOUNT_RESET*
PowerPlay11 account reset,ACCOUNT_RESET,Follow these steps which would lead to *ACCOUNT_RESET*
How to reset account,ACCOUNT_RESET,Follow these steps which would lead to *ACCOUNT_RESET*
Reset my account,ACCOUNT_RESET,Follow these steps which would lead to *ACCOUNT_RESET*
What happens in case there is a tie,WHAT_IF_THERES_A_TIE,*WHAT_IF_THERES_A_TIE?* Don't worry! We will sort it for you
And if there is a tie,WHAT_IF_THERES_A_TIE,*WHAT_IF_THERES_A_TIE?* Don't worry! We will sort it for you
How to solve tie issue,WHAT_IF_THERES_A_TIE,*WHAT_IF_THERES_A_TIE?* Don't worry! We will sort it for you
Same score between two players ,WHAT_IF_THERES_A_TIE,*WHAT_IF_THERES_A_TIE?* Don't worry! We will sort it for you
"In case of tie, what happens ",WHAT_IF_THERES_A_TIE,*WHAT_IF_THERES_A_TIE?* Don't worry! We will sort it for you
What if it is a tie?,WHAT_IF_THERES_A_TIE,*WHAT_IF_THERES_A_TIE?* Don't worry! We will sort it for you
What if we have a tie?,WHAT_IF_THERES_A_TIE,*WHAT_IF_THERES_A_TIE?* Don't worry! We will sort it for you
What if there's a tie?,WHAT_IF_THERES_A_TIE,*WHAT_IF_THERES_A_TIE?* Don't worry! We will sort it for you
If there is a tie between two users in quiz,WHAT_IF_THERES_A_TIE,*WHAT_IF_THERES_A_TIE?* Don't worry! We will sort it for you
Cannot See Joined Contests,CANNOT_SEE_JOINED_CONTESTS,"If you *CANNOT_SEE_JOINED_CONTESTS*, Panic not! We will assist you"
Why can I not see my joined leagues,CANNOT_SEE_JOINED_CONTESTS,"If you *CANNOT_SEE_JOINED_CONTESTS*, Panic not! We will assist you"
What is the meaning of C infront a league,CANNOT_SEE_JOINED_CONTESTS,"If you *CANNOT_SEE_JOINED_CONTESTS*, Panic not! We will assist you"
What is the meaning of M infront a league ,CANNOT_SEE_JOINED_CONTESTS,"If you *CANNOT_SEE_JOINED_CONTESTS*, Panic not! We will assist you"
C icon,CANNOT_SEE_JOINED_CONTESTS,"If you *CANNOT_SEE_JOINED_CONTESTS*, Panic not! We will assist you"
M icon,CANNOT_SEE_JOINED_CONTESTS,"If you *CANNOT_SEE_JOINED_CONTESTS*, Panic not! We will assist you"
Contest Cancellation,CANNOT_SEE_JOINED_CONTESTS,"If you *CANNOT_SEE_JOINED_CONTESTS*, Panic not! We will assist you"
My contest does not show,CANNOT_SEE_JOINED_CONTESTS,"If you *CANNOT_SEE_JOINED_CONTESTS*, Panic not! We will assist you"
I joined a league but now it's not showing ,CANNOT_SEE_JOINED_CONTESTS,"If you *CANNOT_SEE_JOINED_CONTESTS*, Panic not! We will assist you"
League joined but not showing ,CANNOT_SEE_JOINED_CONTESTS,"If you *CANNOT_SEE_JOINED_CONTESTS*, Panic not! We will assist you"
Amount deducted but showing no league joined,CANNOT_SEE_JOINED_CONTESTS,"If you *CANNOT_SEE_JOINED_CONTESTS*, Panic not! We will assist you"
Fairplay Violation,FAIRPLAY_VIOLATIONS,Few rules that will be considered as *FAIRPLAY_VIOLATIONS*
What is considered as FairPlay Violation on PowerPlay11?,FAIRPLAY_VIOLATIONS,Few rules that will be considered as *FAIRPLAY_VIOLATIONS*
Fairplay rules,FAIRPLAY_VIOLATIONS,Few rules that will be considered as *FAIRPLAY_VIOLATIONS*
Violation rules,FAIRPLAY_VIOLATIONS,Few rules that will be considered as *FAIRPLAY_VIOLATIONS*
How my play will be consider as fair,FAIRPLAY_VIOLATIONS,Few rules that will be considered as *FAIRPLAY_VIOLATIONS*
Fair play rules,FAIRPLAY_VIOLATIONS,Few rules that will be considered as *FAIRPLAY_VIOLATIONS*
Points not updated,POINTS_NOT_UPDATED,We will update it if *POINTS_NOT_UPDATED*
Points Delay,POINTS_NOT_UPDATED,We will update it if *POINTS_NOT_UPDATED*
Player points not updated,POINTS_NOT_UPDATED,We will update it if *POINTS_NOT_UPDATED*
Update points fast,POINTS_NOT_UPDATED,We will update it if *POINTS_NOT_UPDATED*
Points update,POINTS_NOT_UPDATED,We will update it if *POINTS_NOT_UPDATED*
Points for Match name not updated,POINTS_NOT_UPDATED,We will update it if *POINTS_NOT_UPDATED*
Points are not getting updated,POINTS_NOT_UPDATED,We will update it if *POINTS_NOT_UPDATED*
Match name points not updated,POINTS_NOT_UPDATED,We will update it if *POINTS_NOT_UPDATED*
Player name points not updated,POINTS_NOT_UPDATED,We will update it if *POINTS_NOT_UPDATED*
Please update match points,POINTS_NOT_UPDATED,We will update it if *POINTS_NOT_UPDATED*
Match results still pending,POINTS_NOT_UPDATED,We will update it if *POINTS_NOT_UPDATED*
When are the scores updated on PowerPlay11,WHEN_SCORES_UPDATED,We will let you know *WHEN_SCORES_UPDATED*
When Are the Scores Updated,WHEN_SCORES_UPDATED,We will let you know *WHEN_SCORES_UPDATED*
When will scores be updated,WHEN_SCORES_UPDATED,We will let you know *WHEN_SCORES_UPDATED*
 When will points get updated,WHEN_SCORES_UPDATED,We will let you know *WHEN_SCORES_UPDATED*
Want to know how my Account Balance can get Deducted,ACCOUNT_BALANCE_DEDUCTED,*ACCOUNT_BALANCE_DEDUCTED* process
Account Balance Deducted,ACCOUNT_BALANCE_DEDUCTED,*ACCOUNT_BALANCE_DEDUCTED* process
How is account balance deducted,ACCOUNT_BALANCE_DEDUCTED,*ACCOUNT_BALANCE_DEDUCTED* process
Account balance deducted from my wallet after joining the contest,ACCOUNT_BALANCE_DEDUCTED,*ACCOUNT_BALANCE_DEDUCTED* process
Account balance deducted flow,ACCOUNT_BALANCE_DEDUCTED,*ACCOUNT_BALANCE_DEDUCTED* process
Account Balance Deducted,ACCOUNT_BALANCE_DEDUCTED,*ACCOUNT_BALANCE_DEDUCTED* process
Amount  balance deducted but when,ACCOUNT_BALANCE_DEDUCTED,*ACCOUNT_BALANCE_DEDUCTED* process
Account Balance deducted would you describe the reason,ACCOUNT_BALANCE_DEDUCTED,*ACCOUNT_BALANCE_DEDUCTED* process
Why money is debited from my account?,ACCOUNT_BALANCE_DEDUCTED,*ACCOUNT_BALANCE_DEDUCTED* process
When PowerPlay11 go for account balance deduction,ACCOUNT_BALANCE_DEDUCTED,*ACCOUNT_BALANCE_DEDUCTED* process
What is cycle of account balance deduction,ACCOUNT_BALANCE_DEDUCTED,*ACCOUNT_BALANCE_DEDUCTED* process
Signup Bonus,SIGNUP_BONUS,Here's your *SIGNUP_BONUS*
How to Play,HOW_TO_PLAY,You will find the steps on *HOW_TO_PLAY*
How Can I Play on PowerPlay11,HOW_TO_PLAY,You will find the steps on *HOW_TO_PLAY*
Teach me to play,HOW_TO_PLAY,You will find the steps on *HOW_TO_PLAY*
I need help to play,HOW_TO_PLAY,You will find the steps on *HOW_TO_PLAY*
Guidelines to play,HOW_TO_PLAY,You will find the steps on *HOW_TO_PLAY*
I don't know how to play,HOW_TO_PLAY,You will find the steps on *HOW_TO_PLAY*
Can you help me to play,HOW_TO_PLAY,You will find the steps on *HOW_TO_PLAY*
How to delete PAN card,DELETE_PAN_CARD,The *DELETE_PAN_CARD* process is quite simple
I want to change my PAN,DELETE_PAN_CARD,The *DELETE_PAN_CARD* process is quite simple
Pan card remove,DELETE_PAN_CARD,The *DELETE_PAN_CARD* process is quite simple
remove PAN card,DELETE_PAN_CARD,The *DELETE_PAN_CARD* process is quite simple
Delete PAN card,DELETE_PAN_CARD,The *DELETE_PAN_CARD* process is quite simple
I want to delete my pan card,DELETE_PAN_CARD,The *DELETE_PAN_CARD* process is quite simple
Wallet Balance ,CHECK_WALLET_BALANCE,This is how you should *CHECK_WALLET_BALANCE*
Show my wallet balance,CHECK_WALLET_BALANCE,This is how you should *CHECK_WALLET_BALANCE*
How much amount are left in my wallet balance,CHECK_WALLET_BALANCE,This is how you should *CHECK_WALLET_BALANCE*
Is there is money in my wallet,CHECK_WALLET_BALANCE,This is how you should *CHECK_WALLET_BALANCE*
I want to see my wallet balance,CHECK_WALLET_BALANCE,This is how you should *CHECK_WALLET_BALANCE*
Show my wallet balance,CHECK_WALLET_BALANCE,This is how you should *CHECK_WALLET_BALANCE*
I was surfing with the PowerPlay11 website now I thought I should play it would you let me know my balance,CHECK_WALLET_BALANCE,This is how you should *CHECK_WALLET_BALANCE*
"I went england, I want to check my balance",CHECK_WALLET_BALANCE,This is how you should *CHECK_WALLET_BALANCE*
Money left in my wallet ,CHECK_WALLET_BALANCE,This is how you should *CHECK_WALLET_BALANCE*
Check my wallet balance,CHECK_WALLET_BALANCE,This is how you should *CHECK_WALLET_BALANCE*
Show my balance,CHECK_WALLET_BALANCE,This is how you should *CHECK_WALLET_BALANCE*
Show my bonus,CHECK_WALLET_BALANCE,This is how you should *CHECK_WALLET_BALANCE*
Show my winnings,CHECK_WALLET_BALANCE,This is how you should *CHECK_WALLET_BALANCE*
Money in my wallet,CHECK_WALLET_BALANCE,This is how you should *CHECK_WALLET_BALANCE*
Unutilized,UNUTILIZED_MONEY,Here is your *UNUTILIZED_MONEY*
Unutilized Amount,UNUTILIZED_MONEY,Here is your *UNUTILIZED_MONEY*
What is the new team format,NEW_TEAM_PATTERN,This is your *NEW_TEAM_PATTERN*
How many bolwers I can select,NEW_TEAM_PATTERN,This is your *NEW_TEAM_PATTERN*
What is the new team pattern,NEW_TEAM_PATTERN,This is your *NEW_TEAM_PATTERN*
How many all-rounder I can select,NEW_TEAM_PATTERN,This is your *NEW_TEAM_PATTERN*
I want to know about new team format,NEW_TEAM_PATTERN,This is your *NEW_TEAM_PATTERN*
How many wicket keeper I can select,NEW_TEAM_PATTERN,This is your *NEW_TEAM_PATTERN*
I want to know more about team pattern,NEW_TEAM_PATTERN,This is your *NEW_TEAM_PATTERN*
How many all rounder I can select,NEW_TEAM_PATTERN,This is your *NEW_TEAM_PATTERN*
How many battsman I can select,NEW_TEAM_PATTERN,This is your *NEW_TEAM_PATTERN*
Thanks a lot,THANKS,I appreciate your *THANKS*
Tysm,THANKS,I appreciate your *THANKS*
Thank,THANKS,I appreciate your *THANKS*
Thanks,THANKS,I appreciate your *THANKS*
Thanxs,THANKS,I appreciate your *THANKS*
Thank you,THANKS,I appreciate your *THANKS*
How can you help me,CAPABILITIES,These are my *CAPABILITIES*
Help me,CAPABILITIES,These are my *CAPABILITIES*
What can you do for me,CAPABILITIES,These are my *CAPABILITIES*
Other Queries,CAPABILITIES,These are my *CAPABILITIES*
Can you help me with something else,CAPABILITIES,These are my *CAPABILITIES*
Help needed,CAPABILITIES,These are my *CAPABILITIES*
Help required,CAPABILITIES,These are my *CAPABILITIES*
What else can you help me with,CAPABILITIES,These are my *CAPABILITIES*
I have other queries,CAPABILITIES,These are my *CAPABILITIES*
You are amazing,APPRECIATION,I am glad I recieved your *APPRECIATION*
Appreciate it,APPRECIATION,I am glad I recieved your *APPRECIATION*
Good job,APPRECIATION,I am glad I recieved your *APPRECIATION*
I like your service,APPRECIATION,I am glad I recieved your *APPRECIATION*
You are the best,APPRECIATION,I am glad I recieved your *APPRECIATION*
Good service,APPRECIATION,I am glad I recieved your *APPRECIATION*
Great service,APPRECIATION,I am glad I recieved your *APPRECIATION*
Great job,APPRECIATION,I am glad I recieved your *APPRECIATION*
Great App,APPRECIATION,I am glad I recieved your *APPRECIATION*
What if amount is debited from account but not added on PowerPlay11?,DEDUCTED_AMOUNT_NOT_RECEIVED,*DEDUCTED_AMOUNT_NOT_RECEIVED?* Don't worry! We will assist you
Amount is not received on PowerPlay11 even though debited from account,DEDUCTED_AMOUNT_NOT_RECEIVED,*DEDUCTED_AMOUNT_NOT_RECEIVED?* Don't worry! We will assist you
 Deducted Amount But Not Received,DEDUCTED_AMOUNT_NOT_RECEIVED,*DEDUCTED_AMOUNT_NOT_RECEIVED?* Don't worry! We will assist you
Money got debited from bank account but not added to the wallet?,DEDUCTED_AMOUNT_NOT_RECEIVED,*DEDUCTED_AMOUNT_NOT_RECEIVED?* Don't worry! We will assist you
My money was deducted from my account but not showing the amount added. What should I do?,DEDUCTED_AMOUNT_NOT_RECEIVED,*DEDUCTED_AMOUNT_NOT_RECEIVED?* Don't worry! We will assist you
Amount debited from my account but not added to my wallet,DEDUCTED_AMOUNT_NOT_RECEIVED,*DEDUCTED_AMOUNT_NOT_RECEIVED?* Don't worry! We will assist you
What if a match is abandoned?,MATCH_ABANDONED,*MATCH_ABANDONED?* Relax! We will look into it
If match get abandoned will I get refund,MATCH_ABANDONED,*MATCH_ABANDONED?* Relax! We will look into it
Match Abandoned,MATCH_ABANDONED,*MATCH_ABANDONED?* Relax! We will look into it
Are You Online,PRESENCE,Yes I am. You will always feel my *PRESENCE*
Are you there,PRESENCE,Yes I am. You will always feel my *PRESENCE*
Why is my winning amount less than mentioned in Prize list for my rank?,LESS_WINNINGS_AMOUNT,*LESS_WINNINGS_AMOUNT?* Worry not! We will investigate
Why My Winning Amount is Low,LESS_WINNINGS_AMOUNT,*LESS_WINNINGS_AMOUNT?* Worry not! We will investigate
How to download app,DOWNLOAD_POWERPLAY11,This is how you should *DOWNLOAD_POWERPLAY11*
Download app,DOWNLOAD_POWERPLAY11,This is how you should *DOWNLOAD_POWERPLAY11*
How to download PowerPlay11,DOWNLOAD_POWERPLAY11,This is how you should *DOWNLOAD_POWERPLAY11*
What if a game is completed with wrong scores?,WRONG_SCORES,Ah! Don't worry. We will look into the *WRONG_SCORES*
You are horrible,CRITICISM,We will definitely work on your *CRITICISM*
You are dumb,CRITICISM,We will definitely work on your *CRITICISM*
You are stupid,CRITICISM,We will definitely work on your *CRITICISM*
Bad Service,CRITICISM,We will definitely work on your *CRITICISM*
Waste app,CRITICISM,We will definitely work on your *CRITICISM*
Hey,GREETINGS_DAY,*GREETINGS* to you too
Hello,GREETINGS_DAY,*GREETINGS* to you too
Hi,GREETINGS_DAY,*GREETINGS* to you too
Yes Can you help,GREETINGS_DAY,*GREETINGS* to you too
Yes,GREETINGS_DAY,*GREETINGS* to you too
Good afternoon,GREETINGS_DAY,*GREETINGS* to you too
Good Morning,GREETINGS_DAY,*GREETINGS* to you too
Good night,GREETINGS_DAY,*GREETINGS* to you too
Good evening,GREETINGS_DAY,*GREETINGS* to you too
Good day,GREETINGS_DAY,*GREETINGS* to you too
Goodnight,GREETINGS_DAY,*GREETINGS* to you too
Goodafternoon,GREETINGS_DAY,*GREETINGS* to you too
Ya,GREETINGS_DAY,*GREETINGS* to you too
Can you share your number,CONTACT_NUMBER,Here's the *CONTACT_NUMBER*
Contact Details,CONTACT_NUMBER,Here's the *CONTACT_NUMBER*
Contact me,CONTACT_NUMBER,Here's the *CONTACT_NUMBER*
Call me back,CONTACT_NUMBER,Here's the *CONTACT_NUMBER*
Support number,CONTACT_NUMBER,Here's the *CONTACT_NUMBER*
I want to know your contact number,CONTACT_NUMBER,Here's the *CONTACT_NUMBER*
Help me with your contact number,CONTACT_NUMBER,Here's the *CONTACT_NUMBER*
What is your contact number,CONTACT_NUMBER,Here's the *CONTACT_NUMBER*
Share contact number,CONTACT_NUMBER,Here's the *CONTACT_NUMBER*
Customer care number,CONTACT_NUMBER,Here's the *CONTACT_NUMBER*
Can I get your contact number,CONTACT_NUMBER,Here's the *CONTACT_NUMBER*
Call back,CONTACT_NUMBER,Here's the *CONTACT_NUMBER*
How to update the app,UPDATE_APP,Quick steps to *UPDATE_APP*
Feedback,FEEDBACK,Sure! You can give us your *FEEDBACK* here
I want to give feedback,FEEDBACK,Sure! You can give us your *FEEDBACK* here
